ID,POET,POEM,VERSE,PART2,PART1,ERA,POEM_METER,VERSE_METER
3436,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,5,لِمَنْ لَيْسَ بِالجَوَادِ,وَكَمْ ذَا أَجُودُ دَهْرِي,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3437,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,6,لِأَنْ كُنْتُ ذَا تِلَادِ,أَرَى مَعْشَرًا غِضَابًا,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3438,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,7,وَكَانُوا ثَرَى الوِهَادِ,وَأَنْ كُنْتُ فِي الثُّرَيَّا,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3439,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,8,جُثُومِي عَلَى الوِسَادِ,أَلَا طَالَمَا رَأَيْتُمْ,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3440,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,9,إِلَى رَاحَتِي مُرَادِي,أَنَالُ الهَوَى وَيُلْقَى,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3441,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,10,أَبِيٍّ عَلَى القِيَادِ,وَأُعْطِي مَقَادَ قَرْمٍ,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3442,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,11,فَلَا تَلْتَوِي جِيَادِي,وَتَجْرِي إِلَى الأَمَانِي,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3443,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,12,مَكِينٌ مِنَ الفُؤَادِ,وَلِي مَنْزِلٌ حَصِينٌ,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3444,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,13,فَلِي مِنْهُ أَلْفُ فَادِ,إِذَا هَمَّ لِي بَلَاءٌ,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
3445,Al Charif Al Mortada,Ilaa Kam Aqoudo Qawman,14,مُطَارٍ بِخَبْتِ وَادِ,وَأَنْتُمْ جُفَاءُ سَيْلٍ,Mamlouki: XIIIth - XVIth,modarii_complete,modarii_complete
924,Al Harith Ibn Hiliza,A 3amrou,1,صَرَمْتَ الحِبَالَ وَلَمْ تُصْرَمِ,أَعَمْرُو ابْنَ فَرَّاشَةِ الأَشْيَمِ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
925,Al Harith Ibn Hiliza,A 3amrou,2,بَنِي يَشْكُرَ الصَّيْدَ بِالمَلْهَمِ,وَأَفْسَدْتَ قَوْمَكَ بَعْدَ الصَّلَاحِ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
926,Al Harith Ibn Hiliza,A 3amrou,3,وَذَاكَ العُقُوقُ مِنَ المَأْثَمِ,دَعَوْتَ أَبَاكَ إِلَى غَيْرِهِ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
927,Al Harith Ibn Hiliza,A 3amrou,4,إِلَى مُلْتَقَى الحَجِّ بِالمَوْسِمِ,كَفَى شَاهِدًا بِمُبَاحِ الصَّفَا,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
928,Al Harith Ibn Hiliza,A 3amrou,5,كَسَعْيِ ابْنِ مَارِيَةَ الأَقْصَمِ,فَهَلَّا سَعَيْتَ لِصُلْحِ الصَّدِيقِ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
929,Al Harith Ibn Hiliza,A 3amrou,6,وَتَغْلِبَ مِنْ شَرِّهَا الأَعْظَمِ,وَقَيْسٌ تَدَارَكَ بَكْرَ العِرَاقِ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
930,Al Harith Ibn Hiliza,A 3amrou,7,وَذَلِكَ فِعْلُ الفَتَى الأَكْرَمِ,وَأَصْلَحَ مَا أَفْسَدُوا بَيْنَهُمْ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
931,Al Harith Ibn Hiliza,A 3amrou,8,مَكَانَ الثُّرَيَّا مِنَ الأَنْجُمِ,وَبَيْتُ شَرَاحِيلَ مِنْ وَائِلٍ,Before Islam: VIth century,motaqaarib_complete,motaqaarib_complete
37,Al Harith Ibn Hiliza,Moallaqa,1,رُبَّ ثَاوٍ يُمَلُّ مِنْهُ الثَّوَاءُ,آذَنَتْنَا بِبَيْنِهَا أَسِمَاءُ,Before Islam: VIth century,khafif_complete,khafif_complete
364,Al Harith Ibn Hiliza,Moallaqa,2,لَيْتَ شِعْرِي مَتَى يَكُونُ اللِّقَاءُ,آذَنَتْنَا بِبَيْنِهَا ثُمَّ وَلَّتْ,Before Islam: VIth century,khafif_complete,khafif_complete
365,Al Harith Ibn Hiliza,Moallaqa,3,فَأَدْنَى دِيَارِهَا الخَلْصَاءُ,بَعْدَ عَهْدٍ لَنَا بِبُرْقَةِ شَمَّاءَ,Before Islam: VIth century,khafif_complete,khafif_complete
366,Al Harith Ibn Hiliza,Moallaqa,4,قُ فِتَاقٍ فَعَاذِبٌ فَالوَفَاءُ,فَالمُحَيَّاةُ فَالصِّفَاحُ فَأَعْنَا,Before Islam: VIth century,khafif_complete,khafif_complete
367,Al Harith Ibn Hiliza,Moallaqa,5,بُبِ فَالشُّعْبَتَانِ فَالأَبْلَاءُ,فَرِيَاضُ القِطَا فَأَوْدِيَةُ الشُّرْ,Before Islam: VIth century,khafif_complete,khafif_complete
368,Al Harith Ibn Hiliza,Moallaqa,6,يَوْمَ دَلْهًا وَمَا يَحِيرُ البُكَاءُ,لَا أَرَى مَنْ عَهِدْتُ فِيهَا فَأَبْكِي الْ,Before Islam: VIth century,khafif_complete,khafif_complete
369,Al Harith Ibn Hiliza,Moallaqa,7,رَ أَخِيرًا تُلْوِي بِهَا العَلْيَاءُ,وَبِعَيْنَيْكَ أَوْقَدَتْ هِنْدٌ النَّا,Before Islam: VIth century,khafif_complete,khafif_complete
370,Al Harith Ibn Hiliza,Moallaqa,8,نِ بِعُودٍ كَمَا يَلُوحُ الضِّيَاءُ,أَوْقَدَتْهَا بَيْنَ العَقِيقِ فَشَخْصَيْ,Before Islam: VIth century,khafif_complete,khafif_complete
371,Al Harith Ibn Hiliza,Moallaqa,9,بِخَزَارٍ هَيْهَاتَ مِنْكَ الصَّلَاءُ,فَتَنَوَّرْتُ نَارَهَا مِنْ بَعِيدٍ,Before Islam: VIth century,khafif_complete,khafif_complete
372,Al Harith Ibn Hiliza,Moallaqa,10,إِذَا خَفَّ بِالثَّوِيِّ النَّجَاءُ,غَيْرَ أَنِّي قَدْ أَسْتَعِينُ عَلَى الهَمِّ,Before Islam: VIth century,khafif_complete,khafif_complete
373,Al Harith Ibn Hiliza,Moallaqa,11,مُّ رِئَالٍ دَوِّيَّةٌ سَقْفَاءُ,بِزَفُوفٍ كَأَنَّهَا هِقْلَةٌ أُ,Before Islam: VIth century,khafif_complete,khafif_complete
374,Al Harith Ibn Hiliza,Moallaqa,12,نَّاصُ عَصْرًا وَقَدْ دَنَا الإِمْسَاءُ,آنَسَتْ نَبْأَةً وَأَفْزَعَهَا القُ,Before Islam: VIth century,khafif_complete,khafif_complete
375,Al Harith Ibn Hiliza,Moallaqa,13,عِ مَنِينًا كَأَنَّهُ إِهْبَاءُ,فَتَرَى خَلْفَهَا مِنَ الرَّجْعِ وَالوَقْ,Before Islam: VIth century,khafif_complete,khafif_complete
376,Al Harith Ibn Hiliza,Moallaqa,14,سَاقِطَاتٌ أَلْوَتْ بِهَا الصَّحْرَاءُ,وَطِرَاقًا مِنْ خَلْفِهِنَّ طِرَاقٌ,Before Islam: VIth century,khafif_complete,khafif_complete
377,Al Harith Ibn Hiliza,Moallaqa,15,نِ هَمٍّ بَلِيَّةٌ عَمْيَاءُ,أَتَلَهَّى بِهَا الهَوَاجِرَ إِذْ كُلُّ ابْ,Before Islam: VIth century,khafif_complete,khafif_complete
378,Al Harith Ibn Hiliza,Moallaqa,16,ءِ خَطْبٌ نُعْنَى بِهِ وَنُسَاءُ,وَأَتَانَا مِنَ الحَوَادِثِ وَالأَنْبَا,Before Islam: VIth century,khafif_complete,khafif_complete
379,Al Harith Ibn Hiliza,Moallaqa,17,نَ عَلَيْنَا فِي قِيلِهِمْ إِحْفَاءُ,إِنَّ إِخْوَانَنَا الأَرَاقِمَ يَغْلُو,Before Islam: VIth century,khafif_complete,khafif_complete
380,Al Harith Ibn Hiliza,Moallaqa,18,بِ وَلَا يَنْفَعُ الخَلِيَّ الخَلاءُ,يَخْلِطُونَ البَرِيءَ مِنَّا بِذِي الذَّنْ,Before Islam: VIth century,khafif_complete,khafif_complete
381,Al Harith Ibn Hiliza,Moallaqa,19,رَ مُوَالٍ لَنَا وَأَنَّا الوَلَاءُ,زَعَمُوا أَنَّ كُلَّ مَنْ ضَرَبَ العَيْ,Before Islam: VIth century,khafif_complete,khafif_complete
382,Al Harith Ibn Hiliza,Moallaqa,20,أَصْبَحُوا أَصْبَحَتْ لَهُمْ ضَوْضَاءُ,أَجْمَعُوا أَمْرَهُمْ عِشَاءً فَلَمَّا,Before Islam: VIth century,khafif_complete,khafif_complete
383,Al Harith Ibn Hiliza,Moallaqa,21,هَالِ خَيْلٍ خِلَالَ ذَاكَ رُغَاءُ,مِنْ مُنَادٍ وَمِنْ مُجِيبٍ وَمِنْ تَصْ,Before Islam: VIth century,khafif_complete,khafif_complete
385,Al Harith Ibn Hiliza,Moallaqa,22,قَبْلُ مَا قَدْ وَشَى بِنَا الأَعْدَاءُ,لَا تَخَلْنَا عَلَى غَرَاتِكَ إِنَّا,Before Islam: VIth century,khafif_complete,khafif_complete
386,Al Harith Ibn Hiliza,Moallaqa,23,نَا حُصُونٌ وَعِزَّةٌ قَعْسَاءُ,فَبَقِينَا عَلَى الشَّنَاءَةِ تَنْمِي,Before Islam: VIth century,khafif_complete,khafif_complete
387,Al Harith Ibn Hiliza,Moallaqa,24,اسِ فِيهَا تَغَيُّظٌ وَإِبَاءُ,قَبْلَ مَا اليَوْمِ بَيَّضَتْ بِعُيُونِ النَّ,Before Islam: VIth century,khafif_complete,khafif_complete
388,Al Harith Ibn Hiliza,Moallaqa,25,عَنَ جَوْنًا يَنْجَابُ عَنْهُ العَمَاءُ,وَكَأَنَّ الْمَنُونَ تَرْدِي بِنَا أَرْ,Before Islam: VIth century,khafif_complete,khafif_complete
389,Al Harith Ibn Hiliza,Moallaqa,26,تُوهُ لِلدَّهْرِ مُؤْيِدٌ صَمَّاءُ,مُكْفَهِرًّا عَلَى الحَوَادِثِ لَا تَرْ,Before Islam: VIth century,khafif_complete,khafif_complete
392,Al Harith Ibn Hiliza,Moallaqa,27,ا إِلَيْنَا تُشْفَى بِهَا الأَمْلَاءُ,أَيُّمَا خُطَّةٍ أَرَدْتُمْ فَأَدُّوهَ,Before Islam: VIth century,khafif_complete,khafif_complete
393,Al Harith Ibn Hiliza,Moallaqa,28,قِبِ فِيهِ الأَمْوَاتُ وَالأَحْيَاءُ,إِنْ نَبَشْتُمْ مَا بَيْنَ مِلْحَةَ فَالصَّا,Before Islam: VIth century,khafif_complete,khafif_complete
394,Al Harith Ibn Hiliza,Moallaqa,29,سُ وَفِيهِ الإِسْقَامُ وَالإِبْرَاءُ,أَوْ نَقَشْتُمْ فَالنَّقْشُ يَجْشِمُهُ النَّا,Before Islam: VIth century,khafif_complete,khafif_complete
395,Al Harith Ibn Hiliza,Moallaqa,30,مَضَ عَيْنًا فِي جَفْنِهَا الأَقْذَاءُ,أَوْ سَكَتُّمْ عَنَّا فَكُنَّا كَمَنْ أَغْ,Before Islam: VIth century,khafif_complete,khafif_complete
396,Al Harith Ibn Hiliza,Moallaqa,31,دِثْتُمُوهُ لَهُ عَلَيْنَا العَلَاءُ,أَوْ مَنَعْتُمْ مَا تُسْأَلُونَ فَمَنْ حُدْ,Before Islam: VIth century,khafif_complete,khafif_complete
397,Al Harith Ibn Hiliza,Moallaqa,32,سُ غِوَارًا لِكُلِّ حَيِّ عُوَاءُ,هَلْ عَلِمْتُمْ أَيَّامَ يُنْتَهَبُ النَّا,Before Islam: VIth century,khafif_complete,khafif_complete
398,Al Harith Ibn Hiliza,Moallaqa,33,رَيْنِ سَيْرًا حَتَّى نَهَاهَا الحِسَاءُ,إِذْ رَفَعْنَا الجِمَالَ مِنْ سَعَفِ البَحْ,Before Islam: VIth century,khafif_complete,khafif_complete
399,Al Harith Ibn Hiliza,Moallaqa,34,نَا وَفِينَا بَنَاتُ قَوْمٍ إِمَاءُ,ثُمَّ مِلْنَا عَلَى تَمِيمٍ فَأَحْرَمْ,Before Islam: VIth century,khafif_complete,khafif_complete
400,Al Harith Ibn Hiliza,Moallaqa,35,لِ وَلَا يَنْفَعُ الذَّلِيلَ النَّجَاءُ,لَا يُقِيمُ العَزِيزُ بِالبَلَدِ السَّهْ,Before Islam: VIth century,khafif_complete,khafif_complete
500,Al Harith Ibn Hiliza,Moallaqa,36,رَأْسُ طَوْدٍ وَحَرَّةٌ رَجْلَاءُ,لَيْسَ يُنْجَى مُوَائِلًا مِنْ حِذَارِي,Before Islam: VIth century,khafif_complete,khafif_complete
2588,Al Harith Ibn Hiliza,Moallaqa,37,مَلَكَ المُنْذِرُ بْنُ مَاءِ السَّمَاءِ,فَمَلَكْنَا بِذَلِكَ النَّاسَ حَتَّى,Before Islam: VIth century,khafif_complete,khafif_complete
2589,Al Harith Ibn Hiliza,Moallaqa,38,مِ الحَيَارَيْنِ وَالبَلَاءُ بَلَاءُ,وَهُوَ الرَّبُّ وَالشَّهِيدُ عَلى يَوْ,Before Islam: VIth century,khafif_complete,khafif_complete
501,Al Harith Ibn Hiliza,Moallaqa,39,فِيهَا لِمَا لَدَيْهِ كِفَاءُ,مَلِكٌ أَضْلَعَ البَرِيَّةِ لَا يُوجَدُ,Before Islam: VIth century,khafif_complete,khafif_complete
2590,Al Harith Ibn Hiliza,Moallaqa,40,تَتَعَاشُوا فَفِي التَّعَاشِيَ الدَّاءُ,فَاتْرُكُوا البَغْيَ وَالتَّعَدِّي وَإِمَّا,Before Islam: VIth century,khafif_complete,khafif_complete
2591,Al Harith Ibn Hiliza,Moallaqa,41,دِّمَ فِيهِ العُهُودُ وَالكُفَلَاءُ,وَاذْكُرُوا حِلْفَ ذِي المَجَازِ وَمَا قُ,Before Islam: VIth century,khafif_complete,khafif_complete
2592,Al Harith Ibn Hiliza,Moallaqa,42,قُضُ مَا فِي المَهَارِقِ الأَهْوَاءُ,حَذَرَ الخَوْنِ وَالتَّعَدِّي وَهَلْ يَنْ,Before Islam: VIth century,khafif_complete,khafif_complete
2593,Al Harith Ibn Hiliza,Moallaqa,43,مَا اشْتَرَطْنَا يَوْمَ اخْتَلَفْنَا سَوَاءُ,وَاعْلَمُوا أَنَّنَا وَإِيَّاكُمْ فِي,Before Islam: VIth century,khafif_complete,khafif_complete
2594,Al Harith Ibn Hiliza,Moallaqa,44,نَمَ غَازِيهُمُ وَمِنَّا الجَزَاءُ,أَعَلَيْنَا جُنَاحُ كِنْدَةَ أَنْ يَغْ,Before Islam: VIth century,khafif_complete,khafif_complete
2595,Al Harith Ibn Hiliza,Moallaqa,45,جَمَّعَتْ مِنْ مُحَارِبٍ غَبْرَاءُ,أَمْ عَلَيْنَا جُرَّى حَنِيفَةَ أَوْ مَا,Before Islam: VIth century,khafif_complete,khafif_complete
2596,Al Harith Ibn Hiliza,Moallaqa,46,دِرْ فَإِنَّا مِنْ حَرْبِهِمْ بُرَّاءُ,أَمْ جَنَايَا بَنِي عَتِيقٍ فَمَنْ يَغْ,Before Islam: VIth century,khafif_complete,khafif_complete
2597,Al Harith Ibn Hiliza,Moallaqa,47,طَ بِجَوْزِ المُحَمَّلِ الأَعْبَاءُ,أَمْ عَلَيْنَا جَرَّى العِبَادُ كَمَا نِي,Before Islam: VIth century,khafif_complete,khafif_complete
2598,Al Harith Ibn Hiliza,Moallaqa,48,سَ عَلَيْنَا مِمَّا جَنُوا أَنْدَاءُ,أَمْ عَلَيْنَا جَرَّى قُضَاعَةَ أَمْ لَيْ,Before Islam: VIth century,khafif_complete,khafif_complete
2599,Al Harith Ibn Hiliza,Moallaqa,49,سٌ وَلَا جَنْدَلٌ وَلَا الحَدَّاءُ,لَيْسَ مِنَّا المُضَرَّبُونَ وَلَا قَيْ,Before Islam: VIth century,khafif_complete,khafif_complete
2600,Al Harith Ibn Hiliza,Moallaqa,50,لَ لِطَسْمٍ أَخُوكُمُ الأَبَّاءُ,أَمْ عَلَيْنَا جَرَّى إِيَادٍ كَمَا قِي,Before Islam: VIth century,khafif_complete,khafif_complete
2601,Al Harith Ibn Hiliza,Moallaqa,51,تَرُ عَنْ حَجْرَةِ الرَّبِيضِ الظِّبَاءُ,غَنَنًا بَاطِلًا وَظُلْمًا كَمَا تُعْ,Before Islam: VIth century,khafif_complete,khafif_complete
2602,Al Harith Ibn Hiliza,Moallaqa,52,هِمْ رِمَاحٌ صُدُورُهُنَّ القَضَاءُ,وَثَمَانُونَ مِنْ تَمِيمٍ بِأَيْدِي,Before Islam: VIth century,khafif_complete,khafif_complete
2603,Al Harith Ibn Hiliza,Moallaqa,53,ءِ نِطَاعٍ لَهُمْ عَلَيْهِمْ دُعَاءُ,لَمْ يُخَلُّوا بَنِي رِزَاحٍ بِبَرْقَا,Before Islam: VIth century,khafif_complete,khafif_complete
2604,Al Harith Ibn Hiliza,Moallaqa,54,بِنِهَابٍ يَصَمُّ فِيهِ الحُدَاءُ,تَرَكُوهُمْ مُلَحَّبِينَ فَآبُوا,Before Islam: VIth century,khafif_complete,khafif_complete
2605,Al Harith Ibn Hiliza,Moallaqa,55,جِعْ لَهُمْ شَامَةٌ وَلَا زَهْرَاءُ,وَأَتَوْهُمْ يَسْتَرْجِعُونَ فَلَمْ تَرْ,Before Islam: VIth century,khafif_complete,khafif_complete
2606,Al Harith Ibn Hiliza,Moallaqa,56,ظَهْرِ وَلَا يُبْرِدُ الغَلِيلَ المَاءُ,ثُمَّ فَاءُوا مِنْهُمْ بِقَاصِمَةِ الظْ,Before Islam: VIth century,khafif_complete,khafif_complete
2607,Al Harith Ibn Hiliza,Moallaqa,57,لَّاقِ لَا رَأْفَةٌ وَلَا إِبْقَاءُ,ثُمَّ خَيْلٌ مِنْ بَعْدِ ذَاكَ مَعَ الغَ,Before Islam: VIth century,khafif_complete,khafif_complete
503,Al Harith Ibn Hiliza,Moallaqa,58,وَعَلَيْهِ إِذَا أُصِيبَ العَفَاءُ,مَا أَصَابُوا مِنْ تَغْلِبِي فَمْطَلُولٌ,Before Islam: VIth century,khafif_complete,khafif_complete
502,Al Harith Ibn Hiliza,Moallaqa,59,هَلْ نَحْنُ لِابْنِ هِنْدٍ رِعَاءُ,كَتَكَالِيفِ قَوْمِنَا إِذْ غَزَا المُنْذِرُ,Before Islam: VIth century,khafif_complete,khafif_complete
504,Al Harith Ibn Hiliza,Moallaqa,60,فَأَدْنَى دِيَارِهَا العَوْصَاءُ,إِذْ أَحَلَّ العَلَاةَ قُبَّةَ مَيْسُونَ,Before Islam: VIth century,khafif_complete,khafif_complete
505,Al Harith Ibn Hiliza,Moallaqa,61,كُلِّ حَيٍّ كَأَنَّهُمْ أَلْقَاءُ,فَتَأَوَّتْ لَهُو قَرَاضِبَةٌ مِنْ,Before Islam: VIth century,khafif_complete,khafif_complete
506,Al Harith Ibn Hiliza,Moallaqa,62,بَالِغْ تَشْقَى بِهِ الأَشْقِيَاءُ,فَهَدَاهُمْ بِالأَسْوَدَيْنِ وَأَمْرُ اللَّهِ,Before Islam: VIth century,khafif_complete,khafif_complete
507,Al Harith Ibn Hiliza,Moallaqa,63,إِلَيْكُمْ أُمْنِيَّةٌ أَشْرَاءُ,إِذْ تَمَنَّوْنَهُمْ غُرُورًا فَسَاقَتْهُمْ,Before Islam: VIth century,khafif_complete,khafif_complete
508,Al Harith Ibn Hiliza,Moallaqa,64,رَفَعَ الآلُ شَخْصَهُمْ وَالضَّحَاءُ,لَمْ يَغُرُّوكُمُ غُرُورًا وَلَكِنْ,Before Islam: VIth century,khafif_complete,khafif_complete
509,Al Harith Ibn Hiliza,Moallaqa,65,عِنْدَ عَمْرٍ وَهَلْ لِذَاكَ انْتِهَاءُ,أَيُّهَا الشَّانِئُ المُبَلِّغُ عَنَّا,Before Islam: VIth century,khafif_complete,khafif_complete
391,Al Harith Ibn Hiliza,Moallaqa,66,شِي وَمِنْ دُونِ مَا لَدَيْهِ الثَّنَاءُ,مَلِكٌ مُقْسِطٌ وَأَفْضَلُ مَنْ يَمْ,Before Islam: VIth century,khafif_complete,khafif_complete
390,Al Harith Ibn Hiliza,Moallaqa,67,لُ وَتَأْبَى لِخَصْمِهَا الإِجْلَاءُ,إِرَمِيٌّ بِمِثْلِهِ جَالَتِ الخَيْ,Before Islam: VIth century,khafif_complete,khafif_complete
510,Al Harith Ibn Hiliza,Moallaqa,68,آيَاتٌ ثَلَاثٌ فِي كُلِّهِنَّ القَضَاءُ,مَنْ لَنَا عِنْدَهُ مِنَ الخَيْرِ,Before Islam: VIth century,khafif_complete,khafif_complete
511,Al Harith Ibn Hiliza,Moallaqa,69,مَعَدٌّ لِكُلِّ حَيٍّ لِوَاءُ,آيَةٌ شَارِقُ الشَّقِيقَةِ إِذْ جَاءَتْ,Before Islam: VIth century,khafif_complete,khafif_complete
512,Al Harith Ibn Hiliza,Moallaqa,70,قَرَظِيٍّ كَأَنَّهُوعَبْلَاءُ,حَوْلَ قَيْسٍ مُسْتَلْئِمِينَ بِكَبْشٍ,Before Islam: VIth century,khafif_complete,khafif_complete
513,Al Harith Ibn Hiliza,Moallaqa,71,إِلَّا مُبْيَضَّةٌ رَعْلَاءُ,وَصَتِيتٍ مِنَ العَوَاتِكِ لَا تَنْهَاهُ,Before Islam: VIth century,khafif_complete,khafif_complete
514,Al Harith Ibn Hiliza,Moallaqa,72,مِنْ خُرْبَةِ المَزَادِ المَاءُ,فَجَبَهْنَاهُمُ بِضَرْبٍ كَمَا يَخْرُجُ,Before Islam: VIth century,khafif_complete,khafif_complete
515,Al Harith Ibn Hiliza,Moallaqa,73,شِلَالًا وَدُمِّيَ الأَنْسَاءُ,وَحَمَلْنَاهُمُ عَلَى حَزْمِ ثَهْلَانِ,Before Islam: VIth century,khafif_complete,khafif_complete
517,Al Harith Ibn Hiliza,Moallaqa,74,وَمَا أَنْ لِلْحَائِنِينَ دِمَاءُ,وَفَعَلْنَا بِهِمْ كَمَا عَلِمَ اللَّهُ,Before Islam: VIth century,khafif_complete,khafif_complete
518,Al Harith Ibn Hiliza,Moallaqa,75,وَلَهُو فَارِسِيَّةٌ خَضْرَاءُ,ثُمَّ حُجْرًا أَعْنِي ابْنَ أُمِّ قَطَامٍ,Before Islam: VIth century,khafif_complete,khafif_complete
519,Al Harith Ibn Hiliza,Moallaqa,76,وَرَبِيعٌ إِنْ شَمَّرَتْ غَبْرَاءُ,أَسَدٌ فِي اللِّقَاءِ وَرْدٌ هَمُوسٌ,Before Islam: VIth century,khafif_complete,khafif_complete
516,Al Harith Ibn Hiliza,Moallaqa,77,فِي جَمَّةِ الطَّوِيِّ الدِّلَاءُ,فَرَدَدْنَاهُمُ بِطَعْنٍ كَمَا تُنْهَزُ,Before Islam: VIth century,khafif_complete,khafif_complete
520,Al Harith Ibn Hiliza,Moallaqa,78,بَعْدَ مَا طَالَ حَبْسُهُو وَالعَنَاءُ,وَفَكَكْنَا غُلَّ امْرِءِ القَيْسِ عَنْهُ,Before Islam: VIth century,khafif_complete,khafif_complete
523,Al Harith Ibn Hiliza,Moallaqa,79,كَرْهًا إِذْ لَا تُكَالُ الدِّمَاءُ,وَأَقَدْنَاهُ رَبَّ غَسَّانَ بِالمُنْذِرِ,Before Islam: VIth century,khafif_complete,khafif_complete
524,Al Harith Ibn Hiliza,Moallaqa,80,كٍ نَدَامَى أَسْلَابُهُمْ أَغْلَاءُ,وَفَدَيْنَاهُمُ بِتِسْعَةِ أَمْلَا,Before Islam: VIth century,khafif_complete,khafif_complete
521,Al Harith Ibn Hiliza,Moallaqa,81,عَتُودٌ كَأَنَّهَا دَفْوَاءُ,وَمَعَ الجَوْنِ جَوْنِ آلِ بَنِي الأَوْسِ,Before Islam: VIth century,khafif_complete,khafif_complete
522,Al Harith Ibn Hiliza,Moallaqa,82,شِلَالًا وَإِذْ تَلَظَّى الصِّلَاءُ,مَا جَزِعْنَا تَحْتَ العَجَاجَةِ إِذْ وَلُّوا,Before Islam: VIth century,khafif_complete,khafif_complete
525,Al Harith Ibn Hiliza,Moallaqa,83,مِنْ قَرِيبٍ لَمَّا أَتَانَا الحِبَاءُ,وَوَلَدْنَا عَمْرُو ابْنِ أُمِّ أَنَاسٍ,Before Islam: VIth century,khafif_complete,khafif_complete
526,Al Harith Ibn Hiliza,Moallaqa,84,فَلَاةٌ مِنْ دُونِهَا أَفْلَاءُ,مِثْلُهَا تُخْرِجُ النَّصِيحَةَ لِلْقَوْمِ,Before Islam: VIth century,khafif_complete,khafif_complete
527,Al Harith Ibn Hiliza,Moallaqa,85,تَتَعَاشُوا فَفِي التَّعَاشِي الدَّاءُ,فَاتْرُكُوا الطَّيْخَ وَالتَّعَاشِي وَإِمَّا,Before Islam: VIth century,khafif_complete,khafif_complete
528,Al Harith Ibn Hiliza,Moallaqa,86,قُدِّمَ فِيهِ العُهُودُ وَالكُفَلَاءُ,وَاذْكُرُوا حِلْفَ ذِي المَجَازِ وَمَا,Before Islam: VIth century,khafif_complete,khafif_complete
529,Al Harith Ibn Hiliza,Moallaqa,87,مَا فِي المَهَارِقِ الأَهْوَاءُ,حَذَرَ الجَوْرِ وَالتَّعَدِّي وَهَلْ يَنْقُضُ,Before Islam: VIth century,khafif_complete,khafif_complete
530,Al Harith Ibn Hiliza,Moallaqa,88,اشْتَرَطْنَا يَوْمَ اخْتَلَفْنَا سَوَاءُ,وَاعْلَمُوا أَنَّنَا وَإِيَّاكُمُ فِي مَا,Before Islam: VIth century,khafif_complete,khafif_complete
531,Al Harith Ibn Hiliza,Moallaqa,89,عَنْ حَجْرَةِ الرَّبِيضِ الظَّبَاءُ,عَنَنًا بَاطِلًا وَظُلْمًا كَمَا تُعْتَرُ,Before Islam: VIth century,khafif_complete,khafif_complete
532,Al Harith Ibn Hiliza,Moallaqa,90,غَازِيهُمُ وَمِنَّا الجَزَاءُ,أَعَلَيْنَا جُنَاحُ كِنْدَةَ أَنْ يَغْنَمَ,Before Islam: VIth century,khafif_complete,khafif_complete
533,Al Harith Ibn Hiliza,Moallaqa,91,بِجَوْزِ المُحَمَّلِ الأَعْبَاءُ,أَمْ عَلَيْنَا جَرَّى إِيَادٍ كَمَا نِيطَ,Before Islam: VIth century,khafif_complete,khafif_complete
534,Al Harith Ibn Hiliza,Moallaqa,92,وَلَا جَنْدَلٌ وَلَا الحَذَّاءُ,لَيْسَ مِنَّا المُضَرَّبُونَ وَلَا قَيْسٌ,Before Islam: VIth century,khafif_complete,khafif_complete
535,Al Harith Ibn Hiliza,Moallaqa,93,مِنْكُمُ إِنْ غَدَرْتُمُ بُرَآءُ,أَمْ جَنَايَا بَنِي عَتِيقٍ فَإِنَّا,Before Islam: VIth century,khafif_complete,khafif_complete
536,Al Harith Ibn Hiliza,Moallaqa,94,رِمَاحٌ صُدُورُهُنَّ القَضَاءُ,وَثَمَانُونَ مِنْ تَمِيمٍ بِأَيْدِيهِمْ,Before Islam: VIth century,khafif_complete,khafif_complete
